rid,customer_id,car_vin,date,odometer,complain
349,116,VEZRAD8EJPMLNL7H,2022-01-27,6989,ac is blowing warm air
350,224,975J2D8CLW3JGEQE,2020-07-18,29961,car pulls to the left when braking
351,177,A09Q16A3KL0N4L6B,2022-09-24,173555,weird vibration at highway speeds
352,174,GSVANRY632IIPS8Q,2025-06-27,64164,fuel efficiency dropped a lot
353,316,WBNWJ6PVOC7501OE,2020-09-10,163257,engine is making a weird noise
354,397,GBSVK3X8MBGL2MCX,2023-10-31,53183,squealing noise when turning
355,417,F5SIDASO7KRGI4JW,2022-01-24,43331,clutch pedal feels loose
356,345,WV9NJS96ALGXZJ9M,2023-02-24,192575,trunk wont open
357,488,5LFOS9DJ9IHJDQDF,2024-02-18,139774,car overheating in traffic
358,80,VR40DM9IF826BHYZ,2025-01-15,5644,grinding noise from rear wheels
359,175,OZZ9Z76MH8PU9JN0,2020-01-02,64481,steering wheel shakes when braking
360,210,H0CD8A2IBCLTRH9V,2022-08-17,40839,brakes feel spongy
361,117,JR211PV58Y9N81DJ,2025-12-29,127021,smell of burning rubber
362,51,1HGAV42T8LLIHKPJ,2024-03-23,91900,steering wheel shakes when braking
363,165,MOCTCLKA9LZ57V4N,2022-09-30,224641,headlights are dim
364,146,IFDHA6GH7IDUB9RB,2023-04-26,166202,smell of burning rubber
365,477,RF34JGVRP4RXMD8Z,2021-03-03,182649,tire pressure warning keeps coming back
366,197,KMSX54RJSXFOH9MB,2024-10-18,135797,squealing noise when turning
367,87,HLX0ST69WWP82QZT,2023-11-12,20312,transmission slipping between gears
368,48,9MZ99ZJUK9QS57WC,2024-09-08,174896,brakes feel spongy
369,12,VRECJTR0M6HZ72KX,2021-10-17,210456,coolant warning light on
370,307,RCKQH3ERAM4BE52S,2020-08-13,129987,squealing noise when turning
371,90,MQADW9UFZDEPCGWL,2020-09-02,213969,ac is blowing warm air
372,338,T87K9TPZ1J8Q9I6K,2021-04-11,23152,power windows stopped working
373,368,T8ZGEHUIQSI2FEXT,2024-05-01,11302,windshield wipers not working
374,368,T8ZGEHUIQSI2FEXT,2023-10-05,58607,oil leak under the car
375,74,5XIXGSPLTI899A44,2025-06-14,57015,car pulls to the left when braking
376,303,9BGV2ESF4NDRFDX8,2021-09-28,158557,brakes feel spongy
377,378,IDSECHU3YCPKAVM9,2025-10-17,219626,radio cuts in and out
378,98,Q0S5RMJPCZA3SFGH,2022-06-22,113549,tire pressure warning keeps coming back
379,120,S81BXD7ITQRT8G7Q,2023-03-17,26791,smoke coming from under hood
380,297,OZIBP9OF9SVCA3DC,2022-02-27,86675,engine is making a weird noise
381,39,H1TE48M2Q6X2O72S,2022-09-29,200679,headlights are dim
382,207,7W05Y2DA5B4L6HFH,2021-08-31,154369,smoke coming from under hood
383,126,ZYF2EV4JI4UFANS5,2021-08-09,59310,battery keeps dying overnight
384,125,31OGWRVZ90472UQL,2025-08-19,162139,smoke coming from under hood
385,213,31RTMPV5LMQ15FBS,2022-05-04,165590,ac is blowing warm air
386,410,EE2ABG9SHO5D5AFQ,2025-07-03,32074,door lock is stuck
387,71,2Z6M81RJWPX5ZJ2O,2025-07-28,215094,squealing noise when turning
388,395,XLB57AUKHQNZJNNS,2023-10-28,236311,abs light is on
389,72,38ZKRG6WMZ0ZCSSF,2020-06-17,41558,car pulls to the left when braking
390,417,F5SIDASO7KRGI4JW,2020-05-04,179928,clutch pedal feels loose
391,245,0Z7Q0I9BL14HOAE5,2024-10-18,47904,power windows stopped working
392,66,G21CQTP3174GU65S,2024-12-28,118005,smoke coming from under hood
393,19,H0Y05ML51AATN209,2021-08-14,21675,car wont start in the morning
394,493,L9YSU51EPXU7B6NB,2023-11-15,87817,oil leak under the car
395,111,JJ0076EKHI1RD5B2,2024-02-05,223738,door lock is stuck
396,24,GGAYBFJH9KRS51ZE,2024-04-29,248886,fuel efficiency dropped a lot
397,487,N1TCJFCZWKGUY0OF,2025-12-06,73204,headlights are dim
398,393,QW8EVRC0ERJE4S4M,2024-10-10,159319,transmission slipping between gears
399,322,JVAEV0YU3U8IZIIB,2023-03-25,218423,trunk wont open
400,22,AA34H8NL9VFRUK94,2023-06-10,10683,squealing noise when turning
401,205,YE71TWD96HHWMF1G,2020-01-24,87549,squealing noise when turning
402,246,JC6ON5ZZ679AQLO3,2024-09-11,153762,exhaust is louder than usual
403,166,682R6ZL1KHW8GAKH,2021-03-25,230115,ac is blowing warm air
404,65,6GSKBOJAXNHRC4HM,2024-09-23,232113,smell of burning rubber
405,12,3OV9JYDFZDTC5PAY,2024-09-07,234589,trunk wont open
406,488,5LFOS9DJ9IHJDQDF,2022-08-05,161572,radio cuts in and out
407,476,FVWJ7YZ6L7X6OA3N,2024-12-10,165927,grinding noise from rear wheels
408,350,XRUTT247O0GXAPLI,2023-01-08,184520,smoke coming from under hood
409,378,IDSECHU3YCPKAVM9,2021-03-27,39338,steering wheel shakes when braking
410,125,31OGWRVZ90472UQL,2020-01-18,241200,transmission slipping between gears
411,486,MOUZE66VW9B0MQOQ,2025-07-14,81731,headlights are dim
412,394,JSFPFMNF7UIWJTA8,2023-11-13,80202,car wont start in the morning
413,159,SOTH4MVKQE4DWZ79,2021-07-14,229911,car overheating in traffic
414,134,ZC58CU47SOCZDQ7J,2020-07-31,188006,headlights are dim
415,133,ZUFDNU4I5YMQT3DG,2025-12-09,65339,ac is blowing warm air
416,285,7ZQPPOAU8P1WKISE,2021-08-12,123694,smell of burning rubber
417,126,ZYF2EV4JI4UFANS5,2021-10-01,121577,trunk wont open
418,294,3O1BLOG0NQ4I6R8S,2020-09-19,88009,trunk wont open
419,383,RSI7EADGHXTUR8XU,2024-12-28,109910,engine is making a weird noise
420,383,RSI7EADGHXTUR8XU,2022-06-18,111691,door lock is stuck
421,343,7KBNKFVDHLZ02Z7N,2020-01-18,57549,car pulls to the left when braking
422,144,WYSIRRK1RD1ZM4IX,2021-09-12,236546,engine is making a weird noise
423,142,DRN4ORAC8CYNL63G,2023-01-04,136957,ac is blowing warm air
424,245,0Z7Q0I9BL14HOAE5,2022-04-13,207698,weird vibration at highway speeds
425,229,TOHRNQI7NL7OLKY5,2025-01-22,227590,door lock is stuck
426,177,YWGD4X4PZJ42RL1E,2025-09-17,11013,transmission slipping between gears
427,303,9BGV2ESF4NDRFDX8,2020-12-17,135748,trunk wont open
428,313,KWOALF4V1TXH376Z,2023-10-06,7287,windshield wipers not working
429,57,6O6U9179B9NT5DXI,2023-03-17,164013,abs light is on
430,158,TJA622DCFF3TR7WB,2024-02-26,11298,tire pressure warning keeps coming back
431,194,KLI7V12J21TELO9L,2020-07-31,153965,car pulls to the left when braking
432,115,HAIH7WFRAC8E3PQK,2024-02-22,73564,smell of burning rubber
433,285,7ZQPPOAU8P1WKISE,2020-07-23,103094,clutch pedal feels loose
434,97,52MH68NDJU39X6KQ,2021-03-19,25301,abs light is on
435,76,DDVXKKXO0SSW74WQ,2021-03-25,107630,car wont start in the morning
436,210,H0CD8A2IBCLTRH9V,2020-07-18,146791,weird vibration at highway speeds
437,70,K6JOPZDTJXAF16YF,2020-05-26,138581,steering wheel shakes when braking
438,465,L03LLU1A7BOXFQJ3,2023-02-28,21056,check engine light came on
439,20,8YDR3UES2FX0ZKWI,2023-11-28,21744,power windows stopped working
440,117,JR211PV58Y9N81DJ,2022-05-24,24883,clutch pedal feels loose
441,76,IK08NJF0PKBO549E,2021-02-26,141954,battery keeps dying overnight
442,433,W0PN524KSKWECY9A,2023-06-24,130124,headlights are dim
443,476,FVWJ7YZ6L7X6OA3N,2020-07-23,137562,weird vibration at highway speeds
444,193,L66YA6BA24S0LGUP,2024-07-09,32029,rough idle at stoplights
445,238,B8NMT3YPS4SYBHQG,2025-01-06,78880,car pulls to the left when braking
446,316,WBNWJ6PVOC7501OE,2022-12-10,148894,check engine light came on
447,235,LOQVBV1JPVKTAF6B,2021-09-25,14752,abs light is on
448,390,X1JD3VURR6CG1S2L,2025-11-29,111115,trunk wont open
449,63,IOFU2NCU22KB8OHL,2021-02-25,131807,squealing noise when turning
450,285,7ZQPPOAU8P1WKISE,2025-10-14,100895,tire pressure warning keeps coming back
451,106,CGJU2T0JESGQ4BVP,2025-10-20,214409,squealing noise when turning
452,75,A8DBFA1U5MY80TGH,2025-04-09,154094,clutch pedal feels loose
453,117,JR211PV58Y9N81DJ,2025-11-05,98388,weird vibration at highway speeds
454,90,MQADW9UFZDEPCGWL,2024-08-22,46898,brakes feel spongy
455,118,GSV5E033DZQQ5EB9,2023-08-07,193590,smoke coming from under hood
456,42,O1ZM4LCVHFWJFPPZ,2022-04-29,145590,car overheating in traffic
457,89,4PN8QIX43IRGM5DK,2020-10-01,98464,grinding noise from rear wheels
458,298,WVVSKP30TX8J1CCM,2024-12-06,90760,trunk wont open
459,108,NLZTWXOL4BKUU5CZ,2022-10-08,101893,car overheating in traffic
460,220,PEFJ31EGOM62HDXC,2025-09-16,156650,transmission slipping between gears
461,176,E07FPY1AELDWQXKE,2024-06-27,106684,door lock is stuck
462,50,N9CC7ISUTP04SBRS,2025-05-28,127716,exhaust is louder than usual
463,63,MCCYC3T13HLOZESJ,2023-09-14,22441,coolant warning light on
464,200,L7J7Y96YG626M8A4,2025-06-09,117133,fuel efficiency dropped a lot
465,399,6LQGA3QUPO4JNMYK,2022-04-09,218591,engine is making a weird noise
466,297,OZIBP9OF9SVCA3DC,2022-04-17,94383,transmission slipping between gears
467,390,X1JD3VURR6CG1S2L,2024-04-22,130564,squealing noise when turning
468,226,T8LI72W4OEBMQPJB,2023-07-21,71858,brakes feel spongy
469,52,HCG7FD143XRV8DF2,2020-09-07,217600,transmission slipping between gears
470,476,FVWJ7YZ6L7X6OA3N,2025-10-22,234320,car overheating in traffic
471,17,76QWVGFRI7FZ5XBI,2022-09-04,32917,engine is making a weird noise
472,132,80TW87S34876KE1Q,2022-02-19,219482,tire pressure warning keeps coming back
473,3,92SJP753K48OLDC0,2025-04-16,245149,ac is blowing warm air
474,4,ZIA9AU87CM453KF4,2022-07-05,124715,coolant warning light on
475,211,OPO6J0M3LOUFHW8W,2025-04-30,212974,car wont start in the morning
476,206,PE0HDJ7O9X66D7WD,2025-08-15,36685,steering wheel shakes when braking
477,343,7KBNKFVDHLZ02Z7N,2025-05-23,38625,windshield wipers not working
478,214,O8G8HZMVYD47DZNA,2020-01-05,57014,smell of burning rubber
479,317,TZRBZIRJYZ8XUKU8,2024-12-17,7259,tire pressure warning keeps coming back
480,308,R1L9GVBMQQ749Q6Q,2020-07-15,24184,clutch pedal feels loose
481,50,12JF4CIWL3RFJL9V,2022-03-03,41913,steering wheel shakes when braking
482,104,PEVHTZ4VOYBJ7SOY,2022-06-06,133151,abs light is on
483,88,79OKQBBWBX54QOTV,2025-06-03,96435,smoke coming from under hood
484,90,MQADW9UFZDEPCGWL,2021-01-19,128116,smell of burning rubber
485,380,ZJFY4W8TR98W07FI,2025-04-28,36538,car pulls to the left when braking
486,21,8WYAQTFLVM8NYZHH,2024-11-14,191063,car overheating in traffic
487,100,AK1VPANGW3PAJVF9,2025-02-07,206763,squealing noise when turning
488,40,W8LI3IF9AIZH5P3F,2024-03-26,164188,rough idle at stoplights
489,337,YPIGQX2456IZC0YO,2022-12-25,80385,engine is making a weird noise
490,248,05XT54FN5G77LK6H,2021-10-23,44934,tire pressure warning keeps coming back
491,176,E07FPY1AELDWQXKE,2024-04-04,181806,door lock is stuck
492,182,A1RYZTBVHUAZUN6F,2025-02-22,209559,fuel efficiency dropped a lot
493,123,7D7GDLWAGAWQ57LY,2020-12-27,38340,grinding noise from rear wheels
494,51,1HGAV42T8LLIHKPJ,2020-02-24,68930,headlights are dim
495,190,DL7FKNDG1JRJ5XFE,2023-03-11,186739,car wont start in the morning
496,34,1FS324ERTL15E166,2020-07-24,115450,smell of burning rubber
497,14,ESIRQ4TP1NA6KSNJ,2021-04-13,134195,brakes feel spongy
498,30,YOTWG7NFDINU31EI,2021-01-28,200355,check engine light came on
499,13,RBSZUJB4HLLQLLD0,2021-09-12,190817,squealing noise when turning
500,4,ERFXIOKPG3DP4FMP,2020-05-13,137099,ac is blowing warm air
501,497,2YGYZTHQSE0KIVWM,2022-05-05,151938,door lock is stuck
502,359,VUUPLTXU3YF15Z08,2023-10-09,243481,fuel efficiency dropped a lot
503,206,PE0HDJ7O9X66D7WD,2023-07-29,62843,steering wheel shakes when braking
504,140,JN4LV11KJALW563C,2025-07-08,98888,abs light is on
505,169,ZF0P7KB7IYNO667V,2023-03-07,33258,grinding noise from rear wheels
506,230,SPJ9WRDPLFE19BCD,2021-01-08,154457,clutch pedal feels loose
507,355,RG1YD5MY3GDILK1Q,2025-08-31,68561,tire pressure warning keeps coming back
508,119,ARN4FLHW3CHNJ6GD,2023-03-07,106538,door lock is stuck
509,220,PEFJ31EGOM62HDXC,2022-04-30,11015,brakes feel spongy
510,137,IP35T54GYLBI18A2,2024-07-27,219246,squealing noise when turning
511,182,A1RYZTBVHUAZUN6F,2025-10-24,209126,ac is blowing warm air
512,198,A6U48GWGHM56VU6Z,2023-09-26,146223,battery keeps dying overnight
513,226,T8LI72W4OEBMQPJB,2025-08-02,193902,door lock is stuck
514,323,NX9OWWEW9V08LIUQ,2020-06-10,5685,suspension feels bouncy
515,484,XUB0GZ1VHHGY8NNK,2024-05-21,10450,door lock is stuck
516,142,DRN4ORAC8CYNL63G,2024-03-24,84742,suspension feels bouncy
517,248,05XT54FN5G77LK6H,2020-04-08,27548,coolant warning light on
518,161,EKT292MI560TOHXW,2021-08-09,59649,car wont start in the morning
519,14,ESIRQ4TP1NA6KSNJ,2022-04-11,175839,radio cuts in and out
520,397,GBSVK3X8MBGL2MCX,2023-08-04,66465,abs light is on
521,243,5I67ZSOOUKIW8X17,2022-04-02,104978,suspension feels bouncy
522,146,IFDHA6GH7IDUB9RB,2020-08-26,242784,check engine light came on
523,342,Z76DD4DA7D0WTWS3,2022-08-19,142972,brakes feel spongy
524,71,TGV46Q71T6JLDJ7P,2021-04-11,141587,radio cuts in and out
525,1,DAZV46ESMRWGEBEV,2025-12-17,228768,check engine light came on
526,295,UWXU2HHLDA2UX64B,2022-08-02,173741,exhaust is louder than usual
527,407,S2UTBTTY9GFYW4I7,2022-01-06,92845,fuel efficiency dropped a lot
528,95,CUJVXHSHV1Y04Z4V,2022-07-31,167958,check engine light came on
529,163,BHON4WBABQ0FOT10,2024-12-21,171030,squealing noise when turning
530,96,DFLD9CBA7263RJK4,2024-09-06,68554,power windows stopped working
531,277,LH07BA7DORFKI1IJ,2020-12-03,139177,ac is blowing warm air
532,378,IDSECHU3YCPKAVM9,2020-09-30,141292,car overheating in traffic
533,103,POZ4XV87UGT47S15,2025-02-22,209422,abs light is on
534,473,KNL2LUHHS4DILRZQ,2020-01-16,226984,smoke coming from under hood
535,157,0V4PSC9J5UGE1G41,2020-12-27,24306,check engine light came on
536,298,WVVSKP30TX8J1CCM,2022-09-28,181775,engine is making a weird noise
537,187,X0RTMG7C0Q6ULH3X,2022-04-10,135336,fuel efficiency dropped a lot
538,273,5U04RIPWN3KE9OUJ,2021-01-22,41571,coolant warning light on
539,69,3MKR4L2E4F4N3ZA0,2023-06-17,200820,ac is blowing warm air
540,46,B9V1T4JXA2YMPYI4,2022-08-11,163965,car wont start in the morning
541,456,BEAHY5HO37PJPO3C,2023-12-29,231365,windshield wipers not working
542,42,HHA1PJGFJC5QPH6G,2025-06-12,111308,squealing noise when turning
543,410,EE2ABG9SHO5D5AFQ,2025-07-21,138454,car wont start in the morning
544,320,74QR14VUYV2EMY9T,2025-12-14,177543,coolant warning light on
545,350,XRUTT247O0GXAPLI,2022-08-25,247964,squealing noise when turning
546,132,80TW87S34876KE1Q,2020-12-25,11442,radio cuts in and out
547,55,VPIG3YVR2EU4KB57,2021-10-23,235450,headlights are dim
548,497,2YGYZTHQSE0KIVWM,2021-10-12,160221,transmission slipping between gears
549,96,NXI5P2QFS7GLB82M,2024-12-23,119027,rough idle at stoplights
550,433,W0PN524KSKWECY9A,2022-03-08,154389,headlights are dim
551,73,78ZWGDQBLUPPH3NW,2024-06-06,27446,clutch pedal feels loose
552,8,KG3FYE4HQGOXAIQU,2020-01-03,54089,headlights are dim
553,66,G21CQTP3174GU65S,2023-07-26,216923,grinding noise from rear wheels
554,423,8U1QP2WNV2MK48J4,2023-08-17,40541,exhaust is louder than usual
555,175,OZZ9Z76MH8PU9JN0,2025-03-19,130900,ac is blowing warm air
556,158,TJA622DCFF3TR7WB,2025-07-24,163141,power windows stopped working
557,40,W8LI3IF9AIZH5P3F,2022-02-08,148928,tire pressure warning keeps coming back
558,93,JHB0C148MO64E51O,2025-12-19,199524,engine is making a weird noise
559,238,B8NMT3YPS4SYBHQG,2020-10-23,247293,tire pressure warning keeps coming back
560,79,4XDD8IUZV3ZBXPQ5,2024-12-10,207691,car pulls to the left when braking
561,245,0Z7Q0I9BL14HOAE5,2022-02-10,131575,grinding noise from rear wheels
562,13,CRHYQNRM31SL7ZX4,2023-12-14,159725,smoke coming from under hood
563,383,RSI7EADGHXTUR8XU,2021-01-15,215090,coolant warning light on
564,116,VEZRAD8EJPMLNL7H,2021-04-12,26044,clutch pedal feels loose
565,418,JHMXCQDJ5CUYDA9A,2020-08-17,15322,smoke coming from under hood
566,84,BEOKFCRAHB73SJ2K,2020-06-27,207864,engine is making a weird noise
567,317,TZRBZIRJYZ8XUKU8,2023-01-09,73652,fuel efficiency dropped a lot
568,52,BJ72BTQ82327AQFF,2025-01-05,142062,coolant warning light on
569,366,6QEPYOHAKC37WMFP,2025-03-11,172628,check engine light came on
570,205,YE71TWD96HHWMF1G,2020-03-09,173443,smell of burning rubber
571,50,N9CC7ISUTP04SBRS,2021-05-20,9723,car pulls to the left when braking
572,108,U985LTKMCCDUEFS4,2020-02-24,171099,brakes feel spongy
573,73,78ZWGDQBLUPPH3NW,2020-05-27,224050,car wont start in the morning
574,267,FB2FLURMW3UQHWTE,2020-04-04,154846,power windows stopped working
575,33,Q7KA8OBM5RY6Q2M8,2022-01-12,44121,transmission slipping between gears
576,361,AH2XJQ2WDIZHW0VQ,2022-05-13,111974,clutch pedal feels loose
577,91,PH5CH3L16CR3UV43,2021-11-19,105779,abs light is on
578,193,L66YA6BA24S0LGUP,2025-08-03,210116,windshield wipers not working
579,462,L4J4X0LY66G9ZNAX,2022-12-07,40678,suspension feels bouncy
580,295,13M7PC59P0QVHZJK,2024-09-30,175710,ac is blowing warm air
581,362,J8PMOZKNHPVRWBRB,2022-09-06,100284,car wont start in the morning
582,6,SF2AALUDHAAHOP0E,2023-08-30,11522,car wont start in the morning
583,285,7ZQPPOAU8P1WKISE,2024-05-20,84973,door lock is stuck
584,160,89QSNVYF2ZQOYGWO,2024-07-29,241268,door lock is stuck
585,137,IP35T54GYLBI18A2,2024-04-07,18028,coolant warning light on
586,488,5LFOS9DJ9IHJDQDF,2023-05-29,99866,battery keeps dying overnight
587,444,GGAFDR3TGWJ7PUM3,2023-09-14,71685,radio cuts in and out
588,173,SFQBVH0KW3PGSF3Y,2024-10-23,104828,abs light is on
589,394,2BE4N2524GPZBOMV,2025-10-06,97782,weird vibration at highway speeds
590,46,B9V1T4JXA2YMPYI4,2022-03-23,137822,suspension feels bouncy
591,40,W8LI3IF9AIZH5P3F,2023-12-17,178369,windshield wipers not working
592,58,JS08RWQ1CGEDBT8B,2021-10-17,170145,smoke coming from under hood
593,360,BAEPG25PU9H9FB02,2024-11-13,61579,power windows stopped working
594,17,5PNEDL60YOKR78L1,2022-09-11,87100,ac is blowing warm air
595,414,QSA11PTKFTUWFV2T,2025-03-02,217704,car wont start in the morning
596,182,A1RYZTBVHUAZUN6F,2025-09-11,6199,abs light is on
597,77,M27O19QTG15XD82I,2021-10-13,68885,smell of burning rubber
598,84,GXLOARRXC9MIDUX8,2022-06-13,207231,door lock is stuck
599,82,8V16SHQXMS0HKRAJ,2022-09-25,83844,smoke coming from under hood
600,275,6SQJY6REG857YYOM,2020-05-09,232153,car overheating in traffic
601,133,ZUFDNU4I5YMQT3DG,2020-09-01,88657,car overheating in traffic
602,94,FX3030A67RL2YJ09,2023-01-07,144463,power windows stopped working
603,139,PAVAJIMMNSTOUIFJ,2020-02-03,197103,check engine light came on
604,341,F9TU8PV2KJH01AON,2021-12-06,78495,tire pressure warning keeps coming back
605,317,TZRBZIRJYZ8XUKU8,2020-07-06,153673,trunk wont open
606,466,EC275JT660J08XTR,2025-06-30,64579,tire pressure warning keeps coming back
607,50,12JF4CIWL3RFJL9V,2023-11-15,75684,door lock is stuck
608,102,C3BAK73I1RD31TB0,2022-09-16,6254,coolant warning light on
609,42,HHA1PJGFJC5QPH6G,2021-07-18,115548,exhaust is louder than usual
610,63,BS5XRGA3L71029DG,2023-12-22,33819,check engine light came on
611,57,NIA2Y7VFHPD6VQ81,2020-01-20,185650,steering wheel shakes when braking
612,395,XLB57AUKHQNZJNNS,2022-01-27,177473,coolant warning light on
613,259,91KUBJJJX1ALX44P,2023-11-07,59976,oil leak under the car
614,173,K9RX647DI3E950ID,2025-03-15,243251,fuel efficiency dropped a lot
615,64,TQXC72BM2O2ZCMOT,2022-07-05,221102,smell of burning rubber
616,366,6QEPYOHAKC37WMFP,2020-11-18,54306,suspension feels bouncy
617,99,PWG3XG0TRKY8RYOZ,2022-09-05,42286,door lock is stuck
618,477,N0THL2C53K9OM115,2023-01-30,12652,smoke coming from under hood
619,211,OPO6J0M3LOUFHW8W,2022-01-26,98839,abs light is on
620,131,SV5ITMTJLEGP4H2H,2024-11-13,44056,clutch pedal feels loose
621,104,PEVHTZ4VOYBJ7SOY,2022-01-20,242531,suspension feels bouncy
622,46,B9V1T4JXA2YMPYI4,2020-07-28,34100,rough idle at stoplights
623,182,A1RYZTBVHUAZUN6F,2025-12-04,63574,weird vibration at highway speeds
624,71,D0I2V4B2RCYBRXOD,2023-12-04,182444,car overheating in traffic
625,66,UV2VXO3PEOJ3M48N,2022-11-29,26036,windshield wipers not working
626,275,R9F5IV86ZP1WZ2NA,2020-11-27,214239,grinding noise from rear wheels
627,276,EV4DH9UGF10OO1PV,2020-11-17,29580,car wont start in the morning
628,7,ZX8J5MS20T3T9LP2,2024-01-04,95182,exhaust is louder than usual
629,62,5J1VRKF4HT69A143,2025-02-01,185522,trunk wont open
630,94,FX3030A67RL2YJ09,2025-04-25,40576,transmission slipping between gears
631,132,80TW87S34876KE1Q,2025-02-09,113981,weird vibration at highway speeds
632,331,VC1FRF899OFPVIMI,2024-04-27,70583,car pulls to the left when braking
633,343,7KBNKFVDHLZ02Z7N,2023-07-24,180059,clutch pedal feels loose
634,118,GSV5E033DZQQ5EB9,2021-11-14,115933,smell of burning rubber
635,96,NXI5P2QFS7GLB82M,2021-02-19,236465,transmission slipping between gears
636,96,DFLD9CBA7263RJK4,2022-11-20,139662,rough idle at stoplights
637,91,7YZ5ND2OEUT4IEC1,2021-10-16,107827,engine is making a weird noise
638,26,HBCPLA8JZ9DS2ULK,2022-08-16,116121,brakes feel spongy
639,317,TZRBZIRJYZ8XUKU8,2020-03-23,68045,suspension feels bouncy
640,337,6DJIN9RG4XV349N1,2024-11-20,24334,radio cuts in and out
641,488,5LFOS9DJ9IHJDQDF,2023-10-06,86465,check engine light came on
642,30,RRLOA8O34LPQK5FP,2021-08-08,166361,tire pressure warning keeps coming back
643,12,3OV9JYDFZDTC5PAY,2022-07-21,120530,door lock is stuck
644,99,P18OBS7587H91EL8,2022-05-31,204383,battery keeps dying overnight
645,498,C0TK1QQFVWUO11K0,2025-08-18,85891,car overheating in traffic
646,235,LOQVBV1JPVKTAF6B,2021-09-15,81481,check engine light came on
647,162,WHHOLI54087WS1LO,2022-09-19,164332,power windows stopped working
648,436,67LM8E49ITE92SRL,2021-08-15,17110,coolant warning light on
649,336,SAJHJXQKD8UR6TIA,2022-10-05,33066,battery keeps dying overnight
650,338,CR0VHV1NM3V16XEG,2024-02-28,99846,headlights are dim
651,16,Z0KDN3TN60TLXOUN,2020-09-18,53445,car pulls to the left when braking
652,76,DDVXKKXO0SSW74WQ,2020-04-09,159788,radio cuts in and out
653,124,9VVN5X48PW5K0JJS,2020-12-14,55877,rough idle at stoplights
654,45,BGUAXNM0ALQEDS1V,2022-10-15,83421,squealing noise when turning
655,59,CAG1JDHQW2VGQZDN,2020-12-12,63988,abs light is on
656,342,Z76DD4DA7D0WTWS3,2025-06-04,179187,car wont start in the morning
657,91,PH5CH3L16CR3UV43,2020-03-05,89067,squealing noise when turning
658,486,ZV3IU6L5NFLTQ680,2021-04-14,158235,door lock is stuck
659,466,EC275JT660J08XTR,2023-10-23,107190,suspension feels bouncy
660,180,K4O67BXCD20J1OUL,2021-10-24,61001,rough idle at stoplights
661,75,T76I3HZCD3GEQ10F,2020-12-07,42029,radio cuts in and out
662,44,L0Q4EJHXPTUEDN3J,2021-09-29,64922,transmission slipping between gears
663,417,F5SIDASO7KRGI4JW,2020-11-05,109089,suspension feels bouncy
664,150,YI4PZZJ8XKV4VTCD,2025-03-01,62103,squealing noise when turning
665,67,7PW35X3X10Y14DSF,2020-04-20,207604,car overheating in traffic
666,378,IDSECHU3YCPKAVM9,2020-01-05,132749,headlights are dim
667,73,78ZWGDQBLUPPH3NW,2020-11-27,95769,car overheating in traffic
668,462,L4J4X0LY66G9ZNAX,2023-01-27,71662,exhaust is louder than usual
669,41,W4EMM9VASJEVTS1H,2021-12-28,217038,engine is making a weird noise
670,338,CR0VHV1NM3V16XEG,2025-11-02,199616,oil leak under the car
671,63,WAS1UDJOAU4DU0FI,2020-05-20,150477,abs light is on
672,204,DNGFLYRJ8GOSD3M0,2023-11-19,172235,abs light is on
673,294,RWSF5PAE9Z5JL6UF,2023-07-19,160830,rough idle at stoplights
674,100,AK1VPANGW3PAJVF9,2024-06-12,204552,check engine light came on
675,283,CPJZE1XTAR0KO31N,2020-02-04,76355,fuel efficiency dropped a lot
676,313,KWOALF4V1TXH376Z,2025-02-24,111977,door lock is stuck
677,298,WVVSKP30TX8J1CCM,2020-10-08,168953,coolant warning light on
678,162,I2I397I6YXV2MEOS,2024-10-02,211781,coolant warning light on
679,214,O8G8HZMVYD47DZNA,2020-11-05,16705,abs light is on
680,126,ZYF2EV4JI4UFANS5,2021-12-07,122022,brakes feel spongy
681,373,3FRB7EI5R8VO4KVF,2022-09-25,31248,oil leak under the car
682,301,WLF9YXAM97YOFCX7,2021-02-15,20756,coolant warning light on
683,198,A6U48GWGHM56VU6Z,2020-01-12,44032,car pulls to the left when braking
684,337,YPIGQX2456IZC0YO,2022-08-24,99807,transmission slipping between gears
685,94,FX3030A67RL2YJ09,2020-11-10,184605,abs light is on
686,65,UBNBWGSKWD3X2KB6,2021-05-12,142093,radio cuts in and out
687,52,HCG7FD143XRV8DF2,2024-08-28,63265,clutch pedal feels loose
688,4,Z7CTM09HZBGTJ546,2020-12-18,145894,windshield wipers not working
689,410,EE2ABG9SHO5D5AFQ,2024-04-07,198535,fuel efficiency dropped a lot
690,146,O7ERC4R6S34A1NFX,2025-09-21,201368,grinding noise from rear wheels
691,253,XRED8U8NOZEMDMZ5,2025-05-28,117305,transmission slipping between gears
692,224,FLDAA1FWT9UA09W1,2023-12-19,11064,ac is blowing warm air
693,197,KMSX54RJSXFOH9MB,2021-02-12,188172,smell of burning rubber
694,142,DRN4ORAC8CYNL63G,2020-02-06,244422,headlights are dim
695,14,ESIRQ4TP1NA6KSNJ,2023-01-06,68293,coolant warning light on
696,182,A1RYZTBVHUAZUN6F,2025-12-23,213261,clutch pedal feels loose
697,426,Q44DVVPGB8IY525F,2022-01-08,32315,weird vibration at highway speeds
698,341,F9TU8PV2KJH01AON,2024-02-29,143696,brakes feel spongy
699,420,V47LZN9UHJPKHF33,2022-12-20,168110,suspension feels bouncy
