ownership_id,customer_id,car_vin
689,7,1TCFI4PLMVK5SGCS
690,11,9O5A439GF5LXK2G5
691,11,L0TA8RD05N9HCZDQ
692,102,C3BAK73I1RD31TB0
693,48,9MZ99ZJUK9QS57WC
694,19,TZA7UY4SAEQ1ZQ8D
695,28,2Q4EHV1WNR1TR4B5
696,79,2TYZNM5SAXYK2E58
697,46,B9V1T4JXA2YMPYI4
698,84,BEOKFCRAHB73SJ2K
699,97,THETKCAKDP3CA4BD
700,38,N3TNKZIY75ITDL35
701,34,1FS324ERTL15E166
702,59,V1RDNF4X13QINF2P
703,67,1QBCDQCSENJXTXIX
704,23,L9T15KCK4ZYNFGJ1
705,65,6GSKBOJAXNHRC4HM
706,104,PEVHTZ4VOYBJ7SOY
707,57,NIA2Y7VFHPD6VQ81
708,98,Q0S5RMJPCZA3SFGH
709,52,HCG7FD143XRV8DF2
710,17,EJTUIN748AV3G609
711,9,96GORCPACQ5AH9OG
712,99,KHG4G7NIE3FKP96A
713,20,O7JFM03TDV0IQF1G
714,38,3HXK13C3ZQX3QFXM
715,81,WWNQA4P3PRNO5GTX
716,36,BGCN3K3WKT6VGF8I
717,41,MB362M9E5IMLZ6IO
718,101,ZHG1GF4OFPATM0TX
719,25,JFUPMVL5VECF8OCQ
720,59,CAG1JDHQW2VGQZDN
721,39,4JLYS7JD6Z6PQ1AU
722,67,LECFDMILADH1DXKX
723,99,7QFQ9N04FDTZJ2L7
724,64,7A1RBRNU851V9PD5
725,7,ZX8J5MS20T3T9LP2
726,28,0JRX2N75WLN2OTG5
727,77,M27O19QTG15XD82I
728,66,UV2VXO3PEOJ3M48N
729,58,4XAIC0DHNHWEKQDV
730,78,87FRBOO703B95OHS
731,43,LQHPQPFIE952EX2J
732,82,EHDM6K6HGQ6SRP7B
733,41,KWBJPCLMSP94RWGK
734,100,UQJJ1GJPMH3UQ1AM
735,27,I4EUBYGS0JX9AMSM
736,71,D0I2V4B2RCYBRXOD
737,93,JHB0C148MO64E51O
738,35,DNSVBCQ7G4ASMZX4
739,28,N1PMBZP6VIARPH3Q
740,78,0P5RUKCASSSLSLV3
741,93,OK3ZY5SRO0L9LAYK
742,29,QJ4PZC5YPOH41OF7
743,99,7UG44C937RUPL5H2
744,93,6AP3VGVFHZT8I5YI
745,100,AK1VPANGW3PAJVF9
746,48,1XIBF5Y0QTOS7NNX
747,11,5S517DXJ17X6XDA7
748,88,79OKQBBWBX54QOTV
749,59,5KKS1B4QSX88GXWD
750,91,7YZ5ND2OEUT4IEC1
751,25,6JJLVWGJ9Y56CA03
752,21,XNOAD78QIG6UO3ZI
753,56,7KNE1YBMZPSCTPN7
754,64,3J5SFMZQRSJZO98I
755,77,VWTKCNL384XG08GS
756,32,WAPCQ7VG6N968XF6
757,17,LTR9UQRVN2AEJGS5
758,99,LV09VFEAACKXXQO4
759,43,XIBK7CKASUL64QBW
760,76,F27E6L8XCGMIURPV
761,57,6O6U9179B9NT5DXI
762,89,O7PLR1X08K4L2LJZ
763,84,GXLOARRXC9MIDUX8
764,61,0V0VSGQG034L4KV2
765,66,0T51LC8A4OC1CQB7
766,38,Z8FTMJN8B3UMAM00
767,40,J2ONVEOX3AKV62ZL
768,92,99I7ZFCTYVOF70IN
769,21,8WYAQTFLVM8NYZHH
770,81,H7VQJA6614RS8U9B
771,56,ZD43W95CH4FODMJM
772,97,IXEXB92YFAI6YR8N
773,21,Z25YYEXHPCOCWMIJ
774,11,5GL1NAIA0CTAN36A
775,80,L3OBOPAB05DWJATE
776,10,EF2IBNAJFH71UZN4
777,47,BZPE8M3RKL39VEL0
778,20,IDUWETOWTK4KL9FG
779,30,RRLOA8O34LPQK5FP
780,21,M9NNC8YCI08P3LBS
781,78,GKHVLUCNJ0HYL77V
782,85,7CXSUO874OHL5THL
783,8,YQTAYBGI0RR0TIAX
784,55,VPIG3YVR2EU4KB57
785,17,76QWVGFRI7FZ5XBI
786,47,J9CWI2SKHKXVS6AY
787,28,4YEO6PPYWH8EA329
788,31,1PW26RQH7O0ZBO70
789,65,UBNBWGSKWD3X2KB6
790,98,2NGQEUA73ABZGS9W
791,95,CUJVXHSHV1Y04Z4V
792,21,SB053AKZXFP5KE09
793,29,DZV7TXX6LK7IAZGQ
794,72,38ZKRG6WMZ0ZCSSF
795,39,XXCX9KNBZ9H0UNL0
796,78,O1LPPJ1N5T844QH2
797,17,5PNEDL60YOKR78L1
798,37,9GQJANQS334KCCNJ
799,62,5J1VRKF4HT69A143
